resc_reprt_no,acdnt_cause,prcs_result_se_nm,dclr_ymd,dclr_tm,dclr_yr,season_se_nm,qu_se_nm,dclr_mm,dclr_dd,dclr_hh,dclr_mi,daywk,dsp_ymd,dsp_tm,dsp_yr,dsp_mm,dsp_dd,dsp_hh,dsp_mi,spt_arvl_ymd,spt_arvl_tm,spt_arvl_yr,spt_arvl_mm,spt_arvl_dd,spt_arvl_hh,spt_arvl_mi,resc_cmptn_ymd,resc_cmptn_tm,resc_cmptn_yr,resc_cmptn_mm,resc_cmptn_dd,resc_cmptn_hh,resc_cmptn_mi,hmg_ymd,hmg_tm,hmg_yr,hmg_mm,hmg_dd,hmg_hh,hmg_mi,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se,dong_se,loc_info_x,loc_info_y,spt_frstt_dist,acdnt_place_nm,acdnt_place_detail_nm,acdnt_cause_asort_nm,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,frstt_nm,ward_nm,lfdau_nm
20145001201S01532,산악,인명구조,20140817,103900,2014,여름,3,8,17,10,39,일요일,20140817,104200,2014,8,17,10,42,20140817,112000,2014,8,17,11,20,20140817,115000,2014,8,17,11,50,20140817,121500,2014,8,17,12,15,제주특별자치도,제주시,봉개동,도시,동,165411.0684,43772.1018,15,산,정상,산악기타,26.6,,4.1,90,72,,제주소방서,제주구조대,
20145004201S00472,산악,인명구조,20140820,104200,2014,여름,3,8,20,10,42,수요일,20140820,105200,2014,8,20,10,52,20140820,110200,2014,8,20,11,2,20140820,113500,2014,8,20,11,35,20140820,120000,2014,8,20,12,0,제주특별자치도,서귀포시,성산읍,농촌,읍,194820.02,45931.54,5,산,정상,개인(급.만성)질환,24.5,4.8,2.8,250,96,,동부소방서,동부구조대,
20145003201S00582,산악,인명구조,20140824,155500,2014,여름,3,8,24,15,55,일요일,20140824,155800,2014,8,24,15,58,20140824,162600,2014,8,24,16,26,20140824,182000,2014,8,24,18,20,20140824,190000,2014,8,24,19,0,제주특별자치도,제주시,애월읍,농촌,읍,144169.1,38413.86,20,산,산기타,일반조난,26.5,,1.6,140,86,,서부소방서,서부구조대,
20145003102S00089,산악,인명구조,20140824,155500,2014,여름,3,8,24,15,55,일요일,20140824,155800,2014,8,24,15,58,20140824,162600,2014,8,24,16,26,20140824,180500,2014,8,24,18,5,20140824,182800,2014,8,24,18,28,제주특별자치도,제주시,애월읍,농촌,읍,144169.1,38413.86,20,산,산기타,산악기타,26.5,,1.6,140,86,,서부소방서,애월센터,
20145002103S00056,산악,인명검색,20140824,161800,2014,여름,3,8,24,16,18,일요일,20140824,162700,2014,8,24,16,27,20140824,164900,2014,8,24,16,49,20140824,170900,2014,8,24,17,9,20140824,171400,2014,8,24,17,14,제주특별자치도,서귀포시,하예동,도시,동,142789.7283,22436.044,5,산,정상,일반조난,27.8,,3,230,89,,서귀포소방서,중문센터,
20145003105S00071,산악,인명구조,20140824,161800,2014,여름,3,8,24,16,18,일요일,20140824,162700,2014,8,24,16,27,20140824,164900,2014,8,24,16,49,20140824,170900,2014,8,24,17,9,20140824,171800,2014,8,24,17,18,제주특별자치도,서귀포시,하예동,도시,동,142789.7283,22436.044,8,산,정상,일반조난,27.8,,3,230,89,,서부소방서,안덕센터,
20145002107S00077,산악,인명구조,20140827,150700,2014,여름,3,8,27,15,7,수요일,20140827,151700,2014,8,27,15,17,20140827,153300,2014,8,27,15,33,20140827,155000,2014,8,27,15,50,20140827,161500,2014,8,27,16,15,제주특별자치도,서귀포시,표선면,농촌,면,171862.01,39747.78,8,산,산기타,일반조난,27.8,,0.9,360,76,,동부소방서,표선센터,
20145001201S01616,산악,기타,20140827,172100,2014,여름,3,8,27,17,21,수요일,20140827,173200,2014,8,27,17,32,20140827,174400,2014,8,27,17,44,20140827,175500,2014,8,27,17,55,20140827,182000,2014,8,27,18,20,제주특별자치도,제주시,오라이동,도시,동,156103.17,38536.49,18,산,산기타,개인(급.만성)질환,25,0,3.2,70,87,,제주소방서,제주구조대,
20145003201S00613,산악,인명구조,20140907,153400,2014,가을,3,9,7,15,34,일요일,20140907,154100,2014,9,7,15,41,20140907,165100,2014,9,7,16,51,20140907,165100,2014,9,7,16,51,20140907,172500,2014,9,7,17,25,제주특별자치도,제주시,애월읍,농촌,읍,142968.59,37303.64,20,산,능선,실족추락,26.6,,3.6,20,63,,서부소방서,서부구조대,
20145003102S00100,산악,인명구조,20140907,153400,2014,가을,3,9,7,15,34,일요일,20140907,154100,2014,9,7,15,41,20140907,165100,2014,9,7,16,51,20140907,165100,2014,9,7,16,51,20140907,172500,2014,9,7,17,25,제주특별자치도,제주시,애월읍,농촌,읍,142968.59,37303.64,20,산,정상,산악기타,26.6,,3.6,20,63,,서부소방서,애월센터,
20145004201S00530,산악,인명구조,20140911,143900,2014,가을,3,9,11,14,39,목요일,20140911,144000,2014,9,11,14,40,20140911,144900,2014,9,11,14,49,20140911,152000,2014,9,11,15,20,20140911,153300,2014,9,11,15,33,제주특별자치도,서귀포시,성산읍,농촌,읍,193775.1854,46947.6693,5,산,산기타,개인(급.만성)질환,26.9,,4.4,50,74,,동부소방서,동부구조대,
20145001201S01768,산악,인명검색,20140918,193100,2014,가을,3,9,18,19,31,목요일,20140918,193800,2014,9,18,19,38,20140918,194800,2014,9,18,19,48,20140918,212500,2014,9,18,21,25,20140918,214000,2014,9,18,21,40,제주특별자치도,제주시,오라이동,도시,동,154754,45046.33,10,산,산기타,산악기타,22,,1.9,110,83,,제주소방서,제주구조대,
20145004201S00550,산악,기타,20140921,104900,2014,가을,3,9,21,10,49,일요일,20140921,105000,2014,9,21,10,50,20140921,105700,2014,9,21,10,57,20140921,111500,2014,9,21,11,15,20140921,113000,2014,9,21,11,30,제주특별자치도,서귀포시,성산읍,농촌,읍,193904.7394,46578.2214,4,기타,기타,산악기타,25.1,,4.4,50,59,,동부소방서,동부구조대,
20145002107S00090,산악,인명구조,20140928,131300,2014,가을,3,9,28,13,13,일요일,20140928,131600,2014,9,28,13,16,20140928,134800,2014,9,28,13,48,20140928,141500,2014,9,28,14,15,20140928,143500,2014,9,28,14,35,제주특별자치도,서귀포시,표선면,농촌,면,177103.69,38290.04,12,산,산기타,개인(급.만성)질환,26.5,,2.1,70,68,,동부소방서,표선센터,
20145001105S00081,산악,인명구조,20141005,161700,2014,가을,4,10,5,16,17,일요일,20141005,161900,2014,10,5,16,19,20141005,163300,2014,10,5,16,33,20141005,172500,2014,10,5,17,25,20141005,173100,2014,10,5,17,31,제주특별자치도,제주시,건입동,도시,동,157960.91,52858.33,4,산,산기타,산악기타,21.8,,2.1,360,55,,제주소방서,항만센터,
20145001108S00115,산악,안전조치,20141010,184800,2014,가을,4,10,10,18,48,금요일,20141010,185100,2014,10,10,18,51,20141010,190600,2014,10,10,19,6,20141010,192300,2014,10,10,19,23,20141010,200000,2014,10,10,20,0,제주특별자치도,제주시,구좌읍,농촌,읍,184538.19,46189.26,10,산,정상,일반조난,22.5,0,5.3,50,84,,동부소방서,구좌센터,
20145001201S01930,산악,인명구조,20141015,93100,2014,가을,4,10,15,9,31,수요일,20141015,93300,2014,10,15,9,33,20141015,95600,2014,10,15,9,56,20141015,111700,2014,10,15,11,17,20141015,115500,2014,10,15,11,55,제주특별자치도,서귀포시,남원읍,농촌,읍,164836.44,37627.51,22,산,산기타,개인(급.만성)질환,19.6,,0.8,270,56,,제주소방서,제주구조대,
20145001201S01980,산악,인명구조,20141021,113200,2014,가을,4,10,21,11,32,화요일,20141021,113300,2014,10,21,11,33,20141021,134500,2014,10,21,13,45,20141021,135500,2014,10,21,13,55,20141021,162000,2014,10,21,16,20,제주특별자치도,제주시,해안동,도시,동,153000.73,38917.42,25,산,정상,개인(급.만성)질환,23.3,0.2,1.3,90,86,,제주소방서,제주구조대,
20145002201S00787,산악,인명구조,20141025,110500,2014,가을,4,10,25,11,5,토요일,20141025,111400,2014,10,25,11,14,20141025,114600,2014,10,25,11,46,20141025,125100,2014,10,25,12,51,20141025,144500,2014,10,25,14,45,제주특별자치도,서귀포시,하원동,도시,동,151230.41,32319.2,25,산,능선,개인(급.만성)질환,20.7,,1.4,200,65,,서귀포소방서,서귀포구조대,
20145003102S00127,산악,인명구조,20141027,120500,2014,가을,4,10,27,12,5,월요일,20141027,120700,2014,10,27,12,7,20141027,123900,2014,10,27,12,39,20141027,131500,2014,10,27,13,15,20141027,140000,2014,10,27,14,0,제주특별자치도,제주시,애월읍,농촌,읍,145651.29,38902.61,15,산,산기타,산악기타,17.5,,3,340,50,,서부소방서,애월센터,
20145003201S00738,산악,인명구조,20141027,120500,2014,가을,4,10,27,12,5,월요일,20141027,120700,2014,10,27,12,7,20141027,122000,2014,10,27,12,20,20141027,124000,2014,10,27,12,40,20141027,125500,2014,10,27,12,55,제주특별자치도,제주시,한림읍,농촌,읍,131237.54,36038.15,5,산,산기타,실족추락,17.5,,3,340,50,,서부소방서,서부구조대,
20145003102S00128,산악,인명구조,20141102,190400,2014,가을,4,11,2,19,4,일요일,20141102,191200,2014,11,2,19,12,20141102,195500,2014,11,2,19,55,20141102,200500,2014,11,2,20,5,20141102,205000,2014,11,2,20,50,제주특별자치도,제주시,애월읍,농촌,읍,146293.9,34687.47,15,산,산기타,산악기타,15.6,,6.9,320,50,,서부소방서,애월센터,
20145001201S02149,산악,인명구조,20141118,134000,2014,가을,4,11,18,13,40,화요일,20141118,140100,2014,11,18,14,1,20141118,141800,2014,11,18,14,18,20141118,143500,2014,11,18,14,35,20141118,145500,2014,11,18,14,55,제주특별자치도,제주시,삼양일동,도시,동,162755.63,53106.52,9,산,산기타,산악기타,13,,3.5,320,49,,제주소방서,제주구조대,
20145001106S00109,산악,안전조치,20141122,104700,2014,가을,4,11,22,10,47,토요일,20141122,105100,2014,11,22,10,51,20141122,105500,2014,11,22,10,55,20141122,110300,2014,11,22,11,3,20141122,114000,2014,11,22,11,40,제주특별자치도,제주시,화북일동,도시,동,158994.54,53147.64,3,산,산기타,개인(급.만성)질환,17.8,,2.4,70,63,,제주소방서,화북센터,
20145003102S00137,산악,인명구조,20141124,122200,2014,가을,4,11,24,12,22,월요일,20141124,122500,2014,11,24,12,25,20141124,131500,2014,11,24,13,15,20141124,134500,2014,11,24,13,45,20141124,143000,2014,11,24,14,30,제주특별자치도,제주시,애월읍,농촌,읍,141619.2031,38494.6594,19,산,산기타,산악기타,19.8,,0.7,160,54,,서부소방서,애월센터,
20155001201S00044,산악,안전조치,20150106,130600,2015,겨울,1,1,6,13,6,화요일,20150106,131000,2015,1,6,13,10,20150106,133300,2015,1,6,13,33,20150106,133500,2015,1,6,13,35,20150106,140500,2015,1,6,14,5,제주특별자치도,서귀포시,남원읍,농촌,읍,164970.2916,37639.1043,17,산,산기타,개인(급.만성)질환,11.9,,3,90,53,,제주소방서,제주구조대,
20155001201S00056,산악,인명구조,20150108,101200,2015,겨울,1,1,8,10,12,목요일,20150108,101700,2015,1,8,10,17,20150108,112700,2015,1,8,11,27,20150108,120900,2015,1,8,12,9,20150108,124400,2015,1,8,12,44,제주특별자치도,제주시,해안동,도시,동,152907.3037,38833.8901,19,산,산기타,개인(급.만성)질환,6.3,,5.6,320,59,,제주소방서,제주구조대,
20155001201S00076,산악,인명구조,20150110,180500,2015,겨울,1,1,10,18,5,토요일,20150110,180900,2015,1,10,18,9,20150110,191200,2015,1,10,19,12,20150110,194600,2015,1,10,19,46,20150110,195900,2015,1,10,19,59,제주특별자치도,제주시,아라일동,도시,동,159549.34,41695.34,8,산,산기타,산악기타,8.4,,4.3,270,53,,제주소방서,제주구조대,
20155001201S00080,산악,인명구조,20150111,105800,2015,겨울,1,1,11,10,58,일요일,20150111,110000,2015,1,11,11,0,20150111,120000,2015,1,11,12,0,20150111,122500,2015,1,11,12,25,20150111,130500,2015,1,11,13,5,제주특별자치도,제주시,해안동,도시,동,153063.03,38823.56,20,산,산기타,개인(급.만성)질환,11.4,,5.4,290,64,,제주소방서,제주구조대,
20155001201S00097,산악,인명구조,20150113,123700,2015,겨울,1,1,13,12,37,화요일,20150113,124000,2015,1,13,12,40,20150113,132500,2015,1,13,13,25,20150113,134000,2015,1,13,13,40,20150113,140500,2015,1,13,14,5,제주특별자치도,제주시,봉개동,도시,동,165016.9177,42878.6516,15,산,산기타,실족추락,12.6,,4.2,90,54,,제주소방서,제주구조대,
20155002201S00044,산악,인명구조,20150117,124000,2015,겨울,1,1,17,12,40,토요일,20150117,130900,2015,1,17,13,9,20150117,145900,2015,1,17,14,59,20150117,152000,2015,1,17,15,20,20150117,165500,2015,1,17,16,55,제주특별자치도,서귀포시,상효동,도시,동,160022.78,30270.84,5,산,정상,개인(급.만성)질환,8.7,,2.7,180,32,,서귀포소방서,서귀포구조대,
20155003105S00002,산악,인명구조,20150117,183000,2015,겨울,1,1,17,18,30,토요일,20150117,184400,2015,1,17,18,44,20150117,185500,2015,1,17,18,55,20150117,203000,2015,1,17,20,30,20150117,205000,2015,1,17,20,50,제주특별자치도,서귀포시,대정읍,농촌,읍,133534.17,22340.28,6,산,산기타,일반조난,7,,2.3,230,40,,서부소방서,안덕센터,
20155001201S00180,산악,인명구조,20150127,155400,2015,겨울,1,1,27,15,54,화요일,20150127,160300,2015,1,27,16,3,20150127,162000,2015,1,27,16,20,20150127,163300,2015,1,27,16,33,20150127,174000,2015,1,27,17,40,제주특별자치도,제주시,오라이동,도시,동,155376.26,42538.07,11,산,산기타,일반조난,6.3,,3.6,320,58,,제주소방서,제주구조대,
20155004201S00044,산악,인명구조,20150131,145600,2015,겨울,1,1,31,14,56,토요일,20150131,145700,2015,1,31,14,57,20150131,150600,2015,1,31,15,6,20150131,154000,2015,1,31,15,40,20150131,155300,2015,1,31,15,53,제주특별자치도,서귀포시,성산읍,농촌,읍,194572.05,46120.21,4,산,정상,산악기타,4.1,,5,290,55,,동부소방서,동부구조대,
20155001201S00301,산악,인명구조,20150215,131300,2015,겨울,1,2,15,13,13,일요일,20150215,131700,2015,2,15,13,17,20150215,134600,2015,2,15,13,46,20150215,150500,2015,2,15,15,5,20150215,154800,2015,2,15,15,48,제주특별자치도,제주시,해안동,도시,동,153000.1995,38814.399,22,산,능선,산악기타,13.8,,1.5,90,89,,제주소방서,제주구조대,
20155001112S00028,산악,인명구조,20150218,122100,2015,겨울,1,2,18,12,21,수요일,20150218,122200,2015,2,18,12,22,20150218,123200,2015,2,18,12,32,20150218,130100,2015,2,18,13,1,20150218,133000,2015,2,18,13,30,제주특별자치도,제주시,노형동,도시,동,153465.28,40517.29,10,산,능선,산악기타,6.9,0,5.7,320,65,,제주소방서,노형센터,
20155001201S00319,산악,인명구조,20150218,122100,2015,겨울,1,2,18,12,21,수요일,20150218,122200,2015,2,18,12,22,20150218,123300,2015,2,18,12,33,20150218,130000,2015,2,18,13,0,20150218,132000,2015,2,18,13,20,제주특별자치도,제주시,노형동,도시,동,153465.28,40517.29,16,산,산기타,산악기타,6.9,0,5.7,320,65,,제주소방서,제주구조대,
20155004201S00083,산악,인명구조,20150218,145000,2015,겨울,1,2,18,14,50,수요일,20150218,145100,2015,2,18,14,51,20150218,145800,2015,2,18,14,58,20150218,152000,2015,2,18,15,20,20150218,154000,2015,2,18,15,40,제주특별자치도,서귀포시,성산읍,농촌,읍,193904.7394,46578.2214,4,산,산기타,개인(급.만성)질환,6.6,,5.4,290,63,,동부소방서,동부구조대,
20155002201S00148,산악,인명구조,20150228,143400,2015,겨울,1,2,28,14,34,토요일,20150228,143900,2015,2,28,14,39,20150228,154800,2015,2,28,15,48,20150228,172000,2015,2,28,17,20,20150228,173000,2015,2,28,17,30,제주특별자치도,서귀포시,토평동,도시,동,157417.74,31855.5,15,산,정상,실족추락,9.7,,4.1,70,64,,서귀포소방서,서귀포구조대,
20155003201S00172,산악,인명구조,20150317,183400,2015,봄,1,3,17,18,34,화요일,20150317,185000,2015,3,17,18,50,20150317,192000,2015,3,17,19,20,20150317,195000,2015,3,17,19,50,20150317,200500,2015,3,17,20,5,제주특별자치도,서귀포시,안덕면,농촌,면,144925.39,31097.36,27,산,산기타,일반조난,17.7,0,2.1,70,85,,서부소방서,서부구조대,
20155002201S00203,산악,인명구조,20150322,143200,2015,봄,1,3,22,14,32,일요일,20150322,143700,2015,3,22,14,37,20150322,145800,2015,3,22,14,58,20150322,171000,2015,3,22,17,10,20150322,183000,2015,3,22,18,30,제주특별자치도,서귀포시,남원읍,농촌,읍,161990.12,31668.43,15,산,산기타,실족추락,16.9,,4.2,230,45,,서귀포소방서,서귀포구조대,
20155001108S00012,산악,인명구조,20150326,71500,2015,봄,1,3,26,7,15,목요일,20150326,71800,2015,3,26,7,18,20150326,73100,2015,3,26,7,31,20150326,74000,2015,3,26,7,40,20150326,82500,2015,3,26,8,25,제주특별자치도,제주시,구좌읍,농촌,읍,184290.06,46203.51,8,산,능선,실족추락,5.1,,2.1,140,44,,동부소방서,구좌센터,
20155002301S00013,산악,인명구조,20150426,130900,2015,봄,2,4,26,13,9,일요일,20150426,132400,2015,4,26,13,24,20150426,133200,2015,4,26,13,32,20150426,134100,2015,4,26,13,41,20150426,135000,2015,4,26,13,50,제주특별자치도,서귀포시,표선면,농촌,면,178269.05,41802.61,7,산,계곡,산악기타,19.3,,2.9,230,60,,동부소방서,표선센터,성읍지역대
20155001112S00087,산악,인명구조,20150516,115400,2015,봄,2,5,16,11,54,토요일,20150516,120000,2015,5,16,12,0,20150516,123500,2015,5,16,12,35,20150516,131400,2015,5,16,13,14,20150516,134400,2015,5,16,13,44,제주특별자치도,제주시,해안동,도시,동,148566.2,46864.33,5,산,계곡,실족추락,19.8,,2.9,340,56,,제주소방서,노형센터,
20155002201S00368,산악,인명구조,20150521,171400,2015,봄,2,5,21,17,14,목요일,20150521,171400,2015,5,21,17,14,20150521,180900,2015,5,21,18,9,20150521,181500,2015,5,21,18,15,20150521,183000,2015,5,21,18,30,제주특별자치도,서귀포시,서호동,도시,동,155097.02,29983.35,4,산,산기타,산악기타,21.1,,2.1,200,58,,서귀포소방서,서귀포구조대,
20155004201S00294,산악,인명구조,20150523,94400,2015,봄,2,5,23,9,44,토요일,20150523,94500,2015,5,23,9,45,20150523,95300,2015,5,23,9,53,20150523,101000,2015,5,23,10,10,20150523,102000,2015,5,23,10,20,제주특별자치도,서귀포시,성산읍,농촌,읍,194392.83,46232.87,6,산,산기타,개인(급.만성)질환,19.4,,1.2,50,51,,동부소방서,동부구조대,
20155003201S00338,산악,인명구조,20150526,170100,2015,봄,2,5,26,17,1,화요일,20150526,170500,2015,5,26,17,5,20150526,171400,2015,5,26,17,14,20150526,174500,2015,5,26,17,45,20150526,180500,2015,5,26,18,5,제주특별자치도,제주시,한경면,농촌,면,130256.4,32436.1,9,산,산기타,실족추락,16.2,,3.4,340,89,,서부소방서,서부구조대,
20155004201S00366,산악,인명구조,20150626,145000,2015,여름,2,6,26,14,50,금요일,20150626,145700,2015,6,26,14,57,20150626,151700,2015,6,26,15,17,20150626,152000,2015,6,26,15,20,20150626,154300,2015,6,26,15,43,제주특별자치도,제주시,조천읍,농촌,읍,170642.98,45966.7,31,산,산기타,일반조난,24.6,,6.2,250,78,,동부소방서,동부구조대,
20155001110S00078,산악,기타,20150626,145000,2015,여름,2,6,26,14,50,금요일,20150626,145700,2015,6,26,14,57,20150626,150000,2015,6,26,15,0,20150626,150100,2015,6,26,15,1,20150626,151700,2015,6,26,15,17,제주특별자치도,제주시,조천읍,농촌,읍,170642.98,45966.7,5,산,산기타,산악기타,24.6,,6.2,250,78,,동부소방서,조천센터,
20155001112S00126,산악,인명구조,20150704,150500,2015,여름,3,7,4,15,5,토요일,20150704,150600,2015,7,4,15,6,20150704,170300,2015,7,4,17,3,20150704,170500,2015,7,4,17,5,20150704,191300,2015,7,4,19,13,제주특별자치도,제주시,해안동,도시,동,152903.7319,38829.2533,10,산,정상,일반조난,23.9,,4.5,20,82,,제주소방서,노형센터,
20155004201S00401,산악,인명구조,20150714,161000,2015,여름,3,7,14,16,10,화요일,20150714,161100,2015,7,14,16,11,20150714,162000,2015,7,14,16,20,20150714,164900,2015,7,14,16,49,20150714,165500,2015,7,14,16,55,제주특별자치도,서귀포시,성산읍,농촌,읍,194556.68,46128.44,5,산,산기타,일반조난,25.7,,3.2,160,84,,동부소방서,동부구조대,
20155001201S01324,산악,인명구조,20150715,154300,2015,여름,3,7,15,15,43,수요일,20150715,154500,2015,7,15,15,45,20150715,161600,2015,7,15,16,16,20150715,164000,2015,7,15,16,40,20150715,172000,2015,7,15,17,20,제주특별자치도,서귀포시,남원읍,농촌,읍,164602.52,38032.67,20,산,산기타,개인(급.만성)질환,26.7,,1.5,160,82,,제주소방서,제주구조대,
20155003105S00057,산악,인명검색,20150729,122000,2015,여름,3,7,29,12,20,수요일,20150729,122500,2015,7,29,12,25,20150729,123000,2015,7,29,12,30,20150729,131000,2015,7,29,13,10,20150729,131000,2015,7,29,13,10,제주특별자치도,서귀포시,안덕면,농촌,면,139338.78,22495.85,5,산,산기타,일반조난,27.6,,3.5,250,91,,서부소방서,안덕센터,
20155003201S00566,산악,인명구조,20150806,115700,2015,여름,3,8,6,11,57,목요일,20150806,115900,2015,8,6,11,59,20150806,120800,2015,8,6,12,8,20150806,121500,2015,8,6,12,15,20150806,122500,2015,8,6,12,25,제주특별자치도,제주시,한림읍,농촌,읍,134511.68,35026.03,6,도로교통,도로.교통기타,산악기타,29.5,,2.3,320,74,,서부소방서,서부구조대,
20155002201S00630,산악,인명구조,20150810,191900,2015,여름,3,8,10,19,19,월요일,20150810,192300,2015,8,10,19,23,20150810,194800,2015,8,10,19,48,20150810,203000,2015,8,10,20,30,20150810,211700,2015,8,10,21,17,제주특별자치도,서귀포시,대포동,도시,동,148613.16,25697.76,21,산,산기타,산악기타,27,,0.9,230,90,,서귀포소방서,서귀포구조대,
20155002201S00642,산악,인명구조,20150815,165400,2015,여름,3,8,15,16,54,토요일,20150815,165600,2015,8,15,16,56,20150815,180000,2015,8,15,18,0,20150815,185000,2015,8,15,18,50,20150815,191400,2015,8,15,19,14,제주특별자치도,서귀포시,상효동,도시,동,159567.16,31418.27,1.8,산,산기타,산악기타,28.4,,1.4,160,73,,서귀포소방서,서귀포구조대,
20155001112S00176,산악,인명구조,20150815,204100,2015,여름,3,8,15,20,41,토요일,20150815,204100,2015,8,15,20,41,20150815,210500,2015,8,15,21,5,20150815,220800,2015,8,15,22,8,20150815,222700,2015,8,15,22,27,제주특별자치도,제주시,해안동,도시,동,149777.02,39816.54,10,산,산기타,일반조난,27.6,,1.8,230,76,,제주소방서,노형센터,
20155001201S01626,산악,인명검색,20150815,204100,2015,여름,3,8,15,20,41,토요일,20150815,204100,2015,8,15,20,41,20150815,220000,2015,8,15,22,0,20150815,221500,2015,8,15,22,15,20150815,225300,2015,8,15,22,53,제주특별자치도,제주시,해안동,도시,동,149777.02,39816.54,29,산,산기타,산악기타,27.6,,1.8,230,76,,제주소방서,제주구조대,
20155004201S00481,산악,인명구조,20150817,93900,2015,여름,3,8,17,9,39,월요일,20150817,94700,2015,8,17,9,47,20150817,95500,2015,8,17,9,55,20150817,104500,2015,8,17,10,45,20150817,105200,2015,8,17,10,52,제주특별자치도,서귀포시,성산읍,농촌,읍,194112.18,46531.4,8,기타,기타,산악기타,24,,2.5,340,87,,동부소방서,동부구조대,
20155002201S00658,산악,인명구조,20150822,130900,2015,여름,3,8,22,13,9,토요일,20150822,132200,2015,8,22,13,22,20150822,150000,2015,8,22,15,0,20150822,154500,2015,8,22,15,45,20150822,162700,2015,8,22,16,27,제주특별자치도,서귀포시,토평동,도시,동,157570.42,31004.35,12,산,산기타,일반조난,26.1,,0.9,230,77,,서귀포소방서,서귀포구조대,
20155003105S00073,산악,인명구조,20150822,180600,2015,여름,3,8,22,18,6,토요일,20150822,181000,2015,8,22,18,10,20150822,190900,2015,8,22,19,9,20150822,195100,2015,8,22,19,51,20150822,201000,2015,8,22,20,10,제주특별자치도,서귀포시,안덕면,농촌,면,136194.34,22994.64,3,산,정상,산악기타,25.6,,0.7,50,79,,서부소방서,안덕센터,
20155001201S01697,산악,인명구조,20150825,185000,2015,여름,3,8,25,18,50,화요일,20150825,185300,2015,8,25,18,53,20150825,190500,2015,8,25,19,5,20150825,193000,2015,8,25,19,30,20150825,200000,2015,8,25,20,0,제주특별자치도,제주시,화북일동,도시,동,158455.61,52908.53,7,산,산기타,실족추락,24,,2.6,320,88,,제주소방서,제주구조대,
20155004201S00516,산악,인명구조,20150902,85500,2015,가을,3,9,2,8,55,수요일,20150902,85600,2015,9,2,8,56,20150902,90500,2015,9,2,9,5,20150902,91300,2015,9,2,9,13,20150902,92700,2015,9,2,9,27,제주특별자치도,서귀포시,성산읍,농촌,읍,194373.14,46202.21,4,산,능선,산악기타,25.3,,1.5,250,87,,동부소방서,동부구조대,
20155001201S01777,산악,인명구조,20150905,104800,2015,가을,3,9,5,10,48,토요일,20150905,104900,2015,9,5,10,49,20150905,113600,2015,9,5,11,36,20150905,115500,2015,9,5,11,55,20150905,120800,2015,9,5,12,8,제주특별자치도,제주시,용강동,도시,동,162756.42,43397.44,11,산,산기타,산악기타,24.9,,0.7,360,66,,제주소방서,제주구조대,
20155001201S01799,산악,안전조치,20150908,193900,2015,가을,3,9,8,19,39,화요일,20150908,193900,2015,9,8,19,39,20150908,195900,2015,9,8,19,59,20150908,200500,2015,9,8,20,5,20150908,203000,2015,9,8,20,30,제주특별자치도,서귀포시,남원읍,농촌,읍,164631.72,37959.57,18,산,산기타,산악기타,22.2,,2.8,20,66,,제주소방서,제주구조대,
20155002103S00123,산악,안전조치,20150909,75200,2015,가을,3,9,9,7,52,수요일,20150909,75700,2015,9,9,7,57,20150909,82000,2015,9,9,8,20,20150909,90000,2015,9,9,9,0,20150909,93000,2015,9,9,9,30,제주특별자치도,서귀포시,중문동,도시,동,148372.79,30090.23,10,산,산기타,산악기타,20.3,,4.3,50,69,,서귀포소방서,중문센터,
20155001201S01851,산악,인명구조,20150915,123500,2015,가을,3,9,15,12,35,화요일,20150915,123500,2015,9,15,12,35,20150915,130000,2015,9,15,13,0,20150915,133000,2015,9,15,13,30,20150915,141000,2015,9,15,14,10,제주특별자치도,제주시,조천읍,농촌,읍,169790.44,39894.35,23,산,산기타,개인(급.만성)질환,23.3,,6.8,70,74,,제주소방서,제주구조대,
20155001201S01927,산악,인명구조,20150923,185000,2015,가을,3,9,23,18,50,수요일,20150923,185200,2015,9,23,18,52,20150923,191000,2015,9,23,19,10,20150923,192500,2015,9,23,19,25,20150923,195400,2015,9,23,19,54,제주특별자치도,제주시,봉개동,도시,동,165667.22,44097.13,15,산,산기타,산악기타,21.6,2.1,5.1,70,94,,제주소방서,제주구조대,
20155001112S00227,산악,안전조치,20150926,153800,2015,가을,3,9,26,15,38,토요일,20150926,153900,2015,9,26,15,39,20150926,154500,2015,9,26,15,45,20150926,155500,2015,9,26,15,55,20150926,162100,2015,9,26,16,21,제주특별자치도,제주시,도두일동,도시,동,150584.16,51702.59,4,산,산기타,산악기타,25.9,,3,360,63,,제주소방서,노형센터,
20155001201S01977,산악,인명구조,20150928,124500,2015,가을,3,9,28,12,45,월요일,20150928,124700,2015,9,28,12,47,20150928,131500,2015,9,28,13,15,20150928,135000,2015,9,28,13,50,20150928,140700,2015,9,28,14,7,제주특별자치도,제주시,용강동,도시,동,162582.67,43490.58,12,산,산기타,산악기타,24.6,,6.4,70,73,,제주소방서,제주구조대,
