msfrtn_resc_reprt_no,acdnt_cause,prcs_result_se_nm,dclr_ymd,dclr_tm,dclr_yr,season_se_nm,qu_se,dclr_mnth,dclr_day,dclr_hour,dclr_min,daywk,dsp_ymd,dsp_tm,dsp_yr,dsp_mnth,dsp_day,dsp_hour,dsp_min,spt_arvl_ymd,spt_arvl_tm,spt_arvl_yr,spt_arvl_mnth,spt_arvl_day,spt_arvl_hour,spt_arvl_min,resc_cmptn_ymd,resc_cmptn_tm,resc_cmptn_yr,resc_cmptn_mnth,resc_cmptn_day,resc_cmptn_hour,resc_cmptn_min,hmg_ymd,hmg_tm,hmg_yr,hmg_mnth,hmg_day,hmg_hour,hmg_min,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,loc_info_x,loc_info_y,spt_frstt_dist,acdnt_place_nm,acdnt_place_detail_nm,acdnt_cause_asort_nm,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,frstt_nm,ward_nm,lfdau_nm
20144509601S00104,수난,기타,20140812,032600,2014,여름,3,08,12,03,26,화요일,20140812,032700,2014,08,12,03,27,20140812,035100,2014,08,12,03,51,20140812,053000,2014,08,12,05,30,20140812,053100,2014,08,12,05,31,전라북도,부안군 ,진서면,농촌,면,158771.080000000,232390.340000000,30.00,하천ㆍ바다,"하천,바다 기타",수난기타,19.9,,0.0,0,85,,부안소방서,방호구조과,
20144509202S00542,수난,안전조치,20140813,124000,2014,여름,3,08,13,12,40,수요일,20140813,124100,2014,08,13,12,41,20140813,124300,2014,08,13,12,43,20140813,140000,2014,08,13,14,00,20140813,140000,2014,08,13,14,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,24.7,,1.0,250,84,,부안소방서,부안119구조대,
20144509202S00543,수난,안전조치,20140813,143000,2014,여름,3,08,13,14,30,수요일,20140813,143000,2014,08,13,14,30,20140813,143000,2014,08,13,14,30,20140813,160000,2014,08,13,16,00,20140813,160000,2014,08,13,16,00,전라북도,부안군 ,부안읍,농촌,읍,,,0.00,하천ㆍ바다,강바다,물놀이,24.8,0.30,1.3,340,84,,부안소방서,부안119구조대,
20144509202S00546,수난,안전조치,20140814,130800,2014,여름,3,08,14,13,08,목요일,20140814,130800,2014,08,14,13,08,20140814,130800,2014,08,14,13,08,20140814,140000,2014,08,14,14,00,20140814,140000,2014,08,14,14,00,전라북도,부안군 ,백산면,농촌,면,181234.842300000,245035.104900000,0.00,하천ㆍ바다,강바다,물놀이,21.5,0.00,2.4,50,89,,부안소방서,부안119구조대,
20144509202S00562,수난,기타,20140815,085000,2014,여름,3,08,15,08,50,금요일,20140815,085000,2014,08,15,08,50,20140815,093000,2014,08,15,09,30,20140815,180000,2014,08,15,18,00,20140815,182400,2014,08,15,18,24,전라북도,부안군 ,행안면,농촌,면,173943.080000000,248098.530000000,25.00,하천ㆍ바다,"하천,바다 기타",물놀이,22.1,,1.2,20,86,,부안소방서,부안119구조대,
20144509202S00555,수난,안전조치,20140815,124000,2014,여름,3,08,15,12,40,금요일,20140815,124100,2014,08,15,12,41,20140815,124200,2014,08,15,12,42,20140815,132000,2014,08,15,13,20,20140815,132000,2014,08,15,13,20,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,25.9,,1.5,20,71,,부안소방서,부안119구조대,
20144509202S00556,수난,안전조치,20140815,133000,2014,여름,3,08,15,13,30,금요일,20140815,133100,2014,08,15,13,31,20140815,133200,2014,08,15,13,32,20140815,140000,2014,08,15,14,00,20140815,140000,2014,08,15,14,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,26.0,,1.8,320,71,,부안소방서,부안119구조대,
20144509202S00557,수난,안전조치,20140815,133500,2014,여름,3,08,15,13,35,금요일,20140815,133600,2014,08,15,13,36,20140815,134000,2014,08,15,13,40,20140815,140000,2014,08,15,14,00,20140815,140000,2014,08,15,14,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,26.0,,1.8,320,71,,부안소방서,부안119구조대,
20144509202S00558,수난,안전조치,20140815,142000,2014,여름,3,08,15,14,20,금요일,20140815,142100,2014,08,15,14,21,20140815,142500,2014,08,15,14,25,20140815,160000,2014,08,15,16,00,20140815,160000,2014,08,15,16,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,26.6,,3.0,320,70,,부안소방서,부안119구조대,
20144503203S00850,수난,안전조치,20140815,145500,2014,여름,3,08,15,14,55,금요일,20140815,145600,2014,08,15,14,56,20140815,150500,2014,08,15,15,05,20140815,151000,2014,08,15,15,10,20140815,153000,2014,08,15,15,30,전라북도,군산시,소룡동,도시,동,171063.693600000,275379.479300000,9.00,작업ㆍ공사장,공사장,수난기타,26.4,,2.1,250,82,,군산소방서,군산119구조대,
20144503107S00131,수난,인명구조,20140815,145500,2014,여름,3,08,15,14,55,금요일,20140815,145700,2014,08,15,14,57,20140815,150200,2014,08,15,15,02,20140815,152000,2014,08,15,15,20,20140815,160300,2014,08,15,16,03,전라북도,군산시,소룡동,도시,동,171063.693600000,275379.479300000,2.00,작업ㆍ공사장,"작업장,공사장기타",익수,26.4,,2.1,250,82,,군산소방서,소룡119안전센터_폐서예정,
20144509202S00559,수난,안전조치,20140815,153000,2014,여름,3,08,15,15,30,금요일,20140815,153100,2014,08,15,15,31,20140815,153500,2014,08,15,15,35,20140815,160000,2014,08,15,16,00,20140815,160000,2014,08,15,16,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,26.9,,3.3,270,71,,부안소방서,부안119구조대,
20144509202S00560,수난,안전조치,20140815,155000,2014,여름,3,08,15,15,50,금요일,20140815,155100,2014,08,15,15,51,20140815,155500,2014,08,15,15,55,20140815,160000,2014,08,15,16,00,20140815,160000,2014,08,15,16,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,26.9,,3.3,270,71,,부안소방서,부안119구조대,
20144505202S00672,수난,인명구조,20140815,182800,2014,여름,3,08,15,18,28,금요일,20140815,183000,2014,08,15,18,30,20140815,184100,2014,08,15,18,41,20140815,203000,2014,08,15,20,30,20140815,220700,2014,08,15,22,07,전라북도,정읍시,입암면,농촌,면,180839.738500000,222003.893900000,11.00,하천ㆍ바다,저수지,수난기타,25.4,,2.0,320,81,,정읍소방서,정읍119구조대,
20144505601S00063,수난,인명구조,20140815,182800,2014,여름,3,08,15,18,28,금요일,20140815,183000,2014,08,15,18,30,20140815,184200,2014,08,15,18,42,20140815,201800,2014,08,15,20,18,20140815,205000,2014,08,15,20,50,전라북도,정읍시,입암면,농촌,면,180839.738500000,222003.893900000,13.00,하천ㆍ바다,저수지,익수,25.4,,2.0,320,81,,정읍소방서,방호구조과,
20144505302S00029,수난,인명구조,20140815,182800,2014,여름,3,08,15,18,28,금요일,20140815,183000,2014,08,15,18,30,20140815,183700,2014,08,15,18,37,20140815,200800,2014,08,15,20,08,20140815,201600,2014,08,15,20,16,전라북도,정읍시,입암면,농촌,면,180839.738500000,222003.893900000,5.00,하천ㆍ바다,저수지,익수,25.4,,2.0,320,81,,정읍소방서,시기119안전센터,입암119지역대(구)_폐서예정
20144502305S00030,수난,인명구조,20140815,222100,2014,여름,3,08,15,22,21,금요일,20140815,222100,2014,08,15,22,21,20140815,231900,2014,08,15,23,19,20140815,231900,2014,08,15,23,19,20140815,231900,2014,08,15,23,19,전라북도,임실군 ,관촌면,농촌,면,225922.704000000,241952.650800000,2.00,하천ㆍ바다,하천,익수,22.1,,1.7,270,88,,전주완산소방서,임실119안전센터,관촌119지역대
20144502105S00340,수난,인명구조,20140815,222100,2014,여름,3,08,15,22,21,금요일,20140815,222100,2014,08,15,22,21,20140815,223000,2014,08,15,22,30,20140815,230000,2014,08,15,23,00,20140815,232800,2014,08,15,23,28,전라북도,임실군 ,관촌면,농촌,면,225922.704000000,241952.650800000,6.00,하천ㆍ바다,하천,사체인양,22.1,,1.7,270,88,,전주완산소방서,임실119안전센터,
20144509202S00566,수난,안전조치,20140816,103000,2014,여름,3,08,16,10,30,토요일,20140816,103100,2014,08,16,10,31,20140816,103300,2014,08,16,10,33,20140816,120000,2014,08,16,12,00,20140816,120000,2014,08,16,12,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,25.6,,0.9,50,70,,부안소방서,부안119구조대,
20144509202S00567,수난,안전조치,20140816,122200,2014,여름,3,08,16,12,22,토요일,20140816,122300,2014,08,16,12,23,20140816,122400,2014,08,16,12,24,20140816,140000,2014,08,16,14,00,20140816,140000,2014,08,16,14,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,26.5,,2.1,290,68,,부안소방서,부안119구조대,
20144509202S00568,수난,안전조치,20140816,123000,2014,여름,3,08,16,12,30,토요일,20140816,123100,2014,08,16,12,31,20140816,123300,2014,08,16,12,33,20140816,140000,2014,08,16,14,00,20140816,140000,2014,08,16,14,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,26.5,,2.1,290,68,,부안소방서,부안119구조대,
20144509202S00569,수난,안전조치,20140816,132100,2014,여름,3,08,16,13,21,토요일,20140816,132200,2014,08,16,13,22,20140816,132700,2014,08,16,13,27,20140816,140000,2014,08,16,14,00,20140816,140000,2014,08,16,14,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,27.6,,2.4,320,68,,부안소방서,부안119구조대,
20144509202S00570,수난,안전조치,20140816,161000,2014,여름,3,08,16,16,10,토요일,20140816,161100,2014,08,16,16,11,20140816,161200,2014,08,16,16,12,20140816,170000,2014,08,16,17,00,20140816,170000,2014,08,16,17,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,강바다,물놀이,25.2,,3.3,320,69,,부안소방서,부안119구조대,
20144509202S00574,수난,안전조치,20140817,090200,2014,여름,3,08,17,09,02,일요일,20140817,090300,2014,08,17,09,03,20140817,093000,2014,08,17,09,30,20140817,173000,2014,08,17,17,30,20140817,175600,2014,08,17,17,56,전라북도,부안군 ,행안면,농촌,면,174110.703800000,247867.603800000,25.00,하천ㆍ바다,"하천,바다 기타",물놀이,23.8,,1.5,20,84,,부안소방서,부안119구조대,
20144509202S00575,수난,안전조치,20140817,151600,2014,여름,3,08,17,15,16,일요일,20140817,151700,2014,08,17,15,17,20140817,151700,2014,08,17,15,17,20140817,152000,2014,08,17,15,20,20140817,152000,2014,08,17,15,20,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,"하천,바다 기타",물놀이,20.1,3.50,4.9,50,90,,부안소방서,부안119구조대,
20144509202S00576,수난,안전조치,20140817,152000,2014,여름,3,08,17,15,20,일요일,20140817,152000,2014,08,17,15,20,20140817,152000,2014,08,17,15,20,20140817,152500,2014,08,17,15,25,20140817,152500,2014,08,17,15,25,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,"하천,바다 기타",물놀이,20.1,3.50,4.9,50,90,,부안소방서,부안119구조대,
20144509202S00577,수난,안전조치,20140817,153700,2014,여름,3,08,17,15,37,일요일,20140817,153700,2014,08,17,15,37,20140817,153700,2014,08,17,15,37,20140817,161000,2014,08,17,16,10,20140817,161000,2014,08,17,16,10,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,"하천,바다 기타",물놀이,20.1,3.50,4.9,50,90,,부안소방서,부안119구조대,
20144509202S00578,수난,안전조치,20140817,161000,2014,여름,3,08,17,16,10,일요일,20140817,161000,2014,08,17,16,10,20140817,161000,2014,08,17,16,10,20140817,163700,2014,08,17,16,37,20140817,163700,2014,08,17,16,37,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,"하천,바다 기타",물놀이,20.3,3.50,3.5,70,90,,부안소방서,부안119구조대,
20144509202S00579,수난,안전조치,20140817,163700,2014,여름,3,08,17,16,37,일요일,20140817,163700,2014,08,17,16,37,20140817,163700,2014,08,17,16,37,20140817,170000,2014,08,17,17,00,20140817,170000,2014,08,17,17,00,전라북도,부안군 ,변산면,농촌,면,,,0.00,하천ㆍ바다,"하천,바다 기타",물놀이,20.3,3.50,3.5,70,90,,부안소방서,부안119구조대,
20144507202S00557,수난,인명구조,20140819,152300,2014,여름,3,08,19,15,23,화요일,20140819,152400,2014,08,19,15,24,20140819,153600,2014,08,19,15,36,20140819,154000,2014,08,19,15,40,20140819,163200,2014,08,19,16,32,전라북도,김제시,금산면,농촌,면,201877.340000000,246855.130000000,21.00,하천ㆍ바다,저수지,사체인양,26.8,,1.9,230,82,,김제소방서,김제119구조대,
20144507601S00045,수난,인명구조,20140819,152300,2014,여름,3,08,19,15,23,화요일,20140819,152400,2014,08,19,15,24,20140819,153300,2014,08,19,15,33,20140819,153500,2014,08,19,15,35,20140819,163200,2014,08,19,16,32,전라북도,김제시,금산면,농촌,면,201877.340000000,246855.130000000,18.00,기타,기타,수난기타,26.8,,1.9,230,82,,김제소방서,방호구조과,
20144507103S00086,수난,인명구조,20140819,152300,2014,여름,3,08,19,15,23,화요일,20140819,152400,2014,08,19,15,24,20140819,153300,2014,08,19,15,33,20140819,160000,2014,08,19,16,00,20140819,160500,2014,08,19,16,05,전라북도,김제시,금산면,농촌,면,201877.340000000,246855.130000000,3.00,하천ㆍ바다,저수지,익수,26.8,,1.9,230,82,,김제소방서,금산119안전센터,
20144502305S00040,수난,안전조치,20140822,151200,2014,여름,3,08,22,15,12,금요일,20140822,151400,2014,08,22,15,14,20140822,153000,2014,08,22,15,30,20140822,162300,2014,08,22,16,23,20140822,164300,2014,08,22,16,43,전라북도,전주시완산구,효자동1가,도시,동,210528.340000000,255754.800000000,10.00,하천ㆍ바다,하천,사체인양,30.3,,2.5,270,50,,전주완산소방서,임실119안전센터,관촌119지역대
20144502105S00362,수난,인명구조,20140822,151200,2014,여름,3,08,22,15,12,금요일,20140822,151400,2014,08,22,15,14,20140822,153800,2014,08,22,15,38,20140822,161500,2014,08,22,16,15,20140822,164400,2014,08,22,16,44,전라북도,임실군 ,신평면,농촌,면,210528.340000000,255754.800000000,18.00,하천ㆍ바다,하천,수난기타,28.1,,2.9,290,52,,전주완산소방서,임실119안전센터,
20144503109S00161,수난,인명검색,20140822,190700,2014,여름,3,08,22,19,07,금요일,20140822,190800,2014,08,22,19,08,20140822,192900,2014,08,22,19,29,20140823,010000,2014,08,23,01,00,20140823,012600,2014,08,23,01,26,전라북도,군산시,옥도면,농촌,면,153197.150000000,257475.050000000,17.00,하천ㆍ바다,"하천,바다 기타",선박,23.5,,2.8,270,99,,군산소방서,비응119안전센터(폐서예정),
20144503203S00880,수난,인명검색,20140822,190700,2014,여름,3,08,22,19,07,금요일,20140822,190800,2014,08,22,19,08,20140822,193500,2014,08,22,19,35,20140823,002000,2014,08,23,00,20,20140823,010100,2014,08,23,01,01,전라북도,군산시,옥도면,농촌,면,153197.150000000,257475.050000000,39.50,하천ㆍ바다,강바다,수난기타,23.5,,2.8,270,99,,군산소방서,군산119구조대,
20144503104S00029,수난,기타,20140822,190700,2014,여름,3,08,22,19,07,금요일,20140822,200000,2014,08,22,20,00,20140822,202000,2014,08,22,20,20,20140822,204600,2014,08,22,20,46,20140822,204600,2014,08,22,20,46,전라북도,군산시,옥도면,농촌,면,153197.150000000,257475.050000000,18.00,하천ㆍ바다,강바다,익수,23.5,,2.8,270,99,,군산소방서,항만119안전센터,
20144503109S00163,수난,인명검색,20140823,062400,2014,여름,3,08,23,06,24,토요일,20140823,062500,2014,08,23,06,25,20140823,070700,2014,08,23,07,07,20140823,170100,2014,08,23,17,01,20140823,172900,2014,08,23,17,29,전라북도,군산시,옥도면,농촌,면,151382.621800000,258173.466400000,60.00,하천ㆍ바다,"하천,바다 기타",수난기타,21.1,,0.6,70,99,,군산소방서,비응119안전센터(폐서예정),
20144503203S00882,수난,인명검색,20140823,062400,2014,여름,3,08,23,06,24,토요일,20140823,062500,2014,08,23,06,25,20140823,065900,2014,08,23,06,59,20140823,160000,2014,08,23,16,00,20140823,164400,2014,08,23,16,44,전라북도,군산시,옥도면,농촌,면,151382.621800000,258173.466400000,34.00,하천ㆍ바다,"하천,바다 기타",수난기타,21.1,,0.6,70,99,,군산소방서,군산119구조대,
20144509202S00596,수난,인명검색,20140823,062400,2014,여름,3,08,23,06,24,토요일,20140823,062500,2014,08,23,06,25,20140823,064000,2014,08,23,06,40,20140823,084000,2014,08,23,08,40,20140823,090000,2014,08,23,09,00,전라북도,군산시,옥도면,농촌,면,151382.621800000,258173.466400000,15.00,하천ㆍ바다,"하천,바다 기타",수난기타,21.1,,0.6,70,99,,부안소방서,부안119구조대,
20144503601S00069,수난,기타,20140823,062400,2014,여름,3,08,23,06,24,토요일,20140823,062500,2014,08,23,06,25,20140823,070700,2014,08,23,07,07,20140823,070700,2014,08,23,07,07,20140823,205900,2014,08,23,20,59,전라북도,군산시,옥도면,농촌,면,151382.621800000,258173.466400000,40.00,하천ㆍ바다,강바다,선박,21.1,,0.6,70,99,,군산소방서,현장대응단(군산)_폐서예정,
20144503109S00162,수난,기타,20140823,083400,2014,여름,3,08,23,08,34,토요일,20140823,083600,2014,08,23,08,36,20140823,085500,2014,08,23,08,55,20140823,180000,2014,08,23,18,00,20140823,180000,2014,08,23,18,00,전라북도,군산시,비응도동,도시,동,157789.703400000,273106.846400000,32.00,하천ㆍ바다,"하천,바다 기타",선박,22.1,,0.9,90,99,,군산소방서,비응119안전센터(폐서예정),
20144509202S00599,수난,안전조치,20140823,122100,2014,여름,3,08,23,12,21,토요일,20140823,122200,2014,08,23,12,22,20140823,125800,2014,08,23,12,58,20140823,131500,2014,08,23,13,15,20140823,135500,2014,08,23,13,55,전라북도,부안군 ,행안면,농촌,면,173943.080000000,248098.530000000,33.00,하천ㆍ바다,강바다,수난기타,26.7,,1.2,90,67,,부안소방서,부안119구조대,
20144501101S00211,수난,인명구조,20140823,140000,2014,여름,3,08,23,14,00,토요일,20140823,140100,2014,08,23,14,01,20140823,141300,2014,08,23,14,13,20140823,141800,2014,08,23,14,18,20140823,143900,2014,08,23,14,39,전라북도,전주시완산구,서신동,도시,동,209528.390000000,260459.630000000,5.00,하천ㆍ바다,하천,수난기타,29.6,,1.8,20,45,,전주덕진소방서,금암119안전센터,
20144501202S01339,수난,인명구조,20140823,140000,2014,여름,3,08,23,14,00,토요일,20140823,140100,2014,08,23,14,01,20140823,141300,2014,08,23,14,13,20140823,142500,2014,08,23,14,25,20140823,150000,2014,08,23,15,00,전라북도,전주시완산구,서신동,도시,동,209528.390000000,260459.630000000,3.00,하천ㆍ바다,하천,물놀이,29.6,,1.8,20,45,,전주덕진소방서,전주덕진119구조대,
20144501601S00048,수난,인명구조,20140823,140000,2014,여름,3,08,23,14,00,토요일,20140823,142000,2014,08,23,14,20,20140823,143000,2014,08,23,14,30,20140823,143000,2014,08,23,14,30,20140823,145900,2014,08,23,14,59,전라북도,전주시덕진구,팔복동3가,도시,동,209528.390000000,260459.630000000,4.00,하천ㆍ바다,하천,물놀이,29.6,,1.8,20,45,,전주덕진소방서,현장기동단(덕진)_폐서예정,
20144509202S00602,수난,안전조치,20140824,081300,2014,여름,3,08,24,08,13,일요일,20140824,081300,2014,08,24,08,13,20140824,085200,2014,08,24,08,52,20140824,144000,2014,08,24,14,40,20140824,152700,2014,08,24,15,27,전라북도,군산시,옥도면,농촌,면,151382.621800000,258173.466400000,45.00,하천ㆍ바다,강바다,수난기타,22.2,,0.9,50,99,,부안소방서,부안119구조대,
20144503109S00164,수난,인명검색,20140824,081300,2014,여름,3,08,24,08,13,일요일,20140824,081300,2014,08,24,08,13,20140824,090000,2014,08,24,09,00,20140824,180000,2014,08,24,18,00,20140824,191500,2014,08,24,19,15,전라북도,군산시,옥도면,농촌,면,151382.621800000,258173.466400000,17.00,하천ㆍ바다,"하천,바다 기타",선박,22.2,,0.9,50,99,,군산소방서,비응119안전센터(폐서예정),
20144503203S00884,수난,인명검색,20140824,081300,2014,여름,3,08,24,08,13,일요일,20140824,081300,2014,08,24,08,13,20140824,085200,2014,08,24,08,52,20140824,173500,2014,08,24,17,35,20140824,174200,2014,08,24,17,42,전라북도,군산시,옥도면,농촌,면,151382.621800000,258173.466400000,34.00,하천ㆍ바다,"하천,바다 기타",수난기타,22.2,,0.9,50,99,,군산소방서,군산119구조대,
20144503601S00070,수난,기타,20140824,081300,2014,여름,3,08,24,08,13,일요일,20140824,081300,2014,08,24,08,13,20140824,085200,2014,08,24,08,52,20140824,085200,2014,08,24,08,52,20140824,191500,2014,08,24,19,15,전라북도,군산시,옥도면,농촌,면,151382.621800000,258173.466400000,40.00,하천ㆍ바다,강바다,선박,22.2,,0.9,50,99,,군산소방서,현장대응단(군산)_폐서예정,
20144500103S00046,수난,인명구조,20140824,143000,2014,여름,3,08,24,14,30,일요일,20140824,143500,2014,08,24,14,35,20140824,150000,2014,08,24,15,00,20140824,154000,2014,08,24,15,40,20140824,160000,2014,08,24,16,00,전라북도,군산시,옥도면,농촌,면,213330.300000000,260555.268500000,60.00,하천ㆍ바다,강바다,수난기타,26.7,0.00,1.5,110,83,,전북소방본부,구조구급과,
20144507601S00050,수난,인명구조,20140826,065300,2014,여름,3,08,26,06,53,화요일,20140826,065400,2014,08,26,06,54,20140826,071500,2014,08,26,07,15,20140826,074500,2014,08,26,07,45,20140826,080800,2014,08,26,08,08,전라북도,김제시,봉남면,농촌,면,196033.130000000,249490.570000000,15.00,하천ㆍ바다,하천,수난기타,23.1,0.10,0.4,0,100,,김제소방서,방호구조과,
20144507103S00092,수난,인명구조,20140826,065300,2014,여름,3,08,26,06,53,화요일,20140826,065400,2014,08,26,06,54,20140826,071500,2014,08,26,07,15,20140826,075000,2014,08,26,07,50,20140826,080400,2014,08,26,08,04,전라북도,김제시,봉남면,농촌,면,196033.130000000,249490.570000000,7.00,하천ㆍ바다,하천,수난기타,23.1,0.10,0.4,0,100,,김제소방서,금산119안전센터,
20144500103S00047,수난,인명검색,20140826,135500,2014,여름,3,08,26,13,55,화요일,20140826,140000,2014,08,26,14,00,20140826,142000,2014,08,26,14,20,20140826,150000,2014,08,26,15,00,20140826,152000,2014,08,26,15,20,전라북도,군산시,옥도면,농촌,면,,,50.00,하천ㆍ바다,강바다,사체인양,28.0,,3.8,200,81,,전북소방본부,구조구급과,
20144503109S00171,수난,인명검색,20140827,081300,2014,여름,3,08,27,08,13,수요일,20140827,081500,2014,08,27,08,15,20140827,084500,2014,08,27,08,45,20140827,120000,2014,08,27,12,00,20140827,125300,2014,08,27,12,53,전라북도,군산시,옥도면,농촌,면,157361.020000000,248083.190000000,26.00,하천ㆍ바다,"하천,바다 기타",선박,22.2,,2.3,360,96,,군산소방서,비응119안전센터(폐서예정),
20144506313S00037,수난,인명구조,20140830,194200,2014,여름,3,08,30,19,42,토요일,20140830,194400,2014,08,30,19,44,20140830,194900,2014,08,30,19,49,20140830,195900,2014,08,30,19,59,20140830,201700,2014,08,30,20,17,전라북도,남원시,노암동,도시,동,234495.086000000,211446.275900000,2.00,하천ㆍ바다,하천,물놀이,23.7,,1.8,50,66,,남원소방서,식정119안전센터,용성119지역대
20144506203S00550,수난,인명구조,20140830,194200,2014,여름,3,08,30,19,42,토요일,20140830,194400,2014,08,30,19,44,20140830,195000,2014,08,30,19,50,20140830,201100,2014,08,30,20,11,20140830,201700,2014,08,30,20,17,전라북도,남원시,노암동,도시,동,234495.086000000,211446.275900000,6.00,하천ㆍ바다,하천,수난기타,23.7,,1.8,50,66,,남원소방서,119구조대,
20144501104S00108,수난,인명구조,20140831,164100,2014,여름,3,08,31,16,41,일요일,20140831,164300,2014,08,31,16,43,20140831,165100,2014,08,31,16,51,20140831,171000,2014,08,31,17,10,20140831,172400,2014,08,31,17,24,전라북도,익산시,왕궁면,농촌,면,207466.440000000,270810.560000000,4.00,논밭ㆍ축사,밭,차량추락,26.1,,1.8,320,44,,전주덕진소방서,삼례119안전센터_폐서예정,
20144505202S00754,수난,인명구조,20140902,102900,2014,가을,3,09,02,10,29,화요일,20140902,103000,2014,09,02,10,30,20140902,103300,2014,09,02,10,33,20140902,104500,2014,09,02,10,45,20140902,111100,2014,09,02,11,11,전라북도,정읍시,상동,도시,동,188213.673700000,228831.598000000,3.00,하천ㆍ바다,하천,수난기타,23.7,,0.6,360,71,,정읍소방서,정읍119구조대,
20144504202S01097,수난,기타,20140907,173700,2014,가을,3,09,07,17,37,일요일,20140907,173900,2014,09,07,17,39,20140907,175900,2014,09,07,17,59,20140907,190000,2014,09,07,19,00,20140907,193200,2014,09,07,19,32,전라북도,익산시,망성면,농촌,면,198507.140000000,293402.970000000,25.00,하천ㆍ바다,저수지,사체인양,28.1,,1.9,270,54,,익산소방서,익산119구조대,
20144506601S00090,수난,인명구조,20140908,223500,2014,가을,3,09,08,22,35,월요일,20140908,223600,2014,09,08,22,36,20140908,232100,2014,09,08,23,21,20140908,235500,2014,09,08,23,55,20140909,001300,2014,09,09,00,13,전라북도,남원시,산동면,도시,면,239787.068800000,218741.657000000,3.00,하천ㆍ바다,하천,수난기타,20.8,,0.5,360,84,,남원소방서,현장기동단(남원)_폐서예정,
20144506203S00583,수난,인명구조,20140908,223500,2014,가을,3,09,08,22,35,월요일,20140908,223600,2014,09,08,22,36,20140908,223900,2014,09,08,22,39,20140908,231500,2014,09,08,23,15,20140908,233000,2014,09,08,23,30,전라북도,남원시,식정동,도시,동,239787.068800000,218741.657000000,3.00,하천ㆍ바다,하천,익수,20.8,,0.5,360,84,,남원소방서,119구조대,
20144509601S00135,수난,인명구조,20140912,194300,2014,가을,3,09,12,19,43,금요일,20140912,194400,2014,09,12,19,44,20140912,195800,2014,09,12,19,58,20140912,203800,2014,09,12,20,38,20140912,212300,2014,09,12,21,23,전라북도,부안군 ,동진면,도시,면,179895.052400000,247862.777100000,13.00,하천ㆍ바다,하천,사체인양,22.3,,0.3,0,76,,부안소방서,방호구조과,
20144509101S00147,수난,인명구조,20140912,194300,2014,가을,3,09,12,19,43,금요일,20140912,194400,2014,09,12,19,44,20140912,195900,2014,09,12,19,59,20140912,205200,2014,09,12,20,52,20140912,212300,2014,09,12,21,23,전라북도,부안군 ,동진면,도시,면,179895.052400000,247862.777100000,12.00,하천ㆍ바다,강,사체인양,22.3,,0.3,0,76,,부안소방서,부안119안전센터,
20144509202S00672,수난,인명구조,20140912,194300,2014,가을,3,09,12,19,43,금요일,20140912,194400,2014,09,12,19,44,20140912,195800,2014,09,12,19,58,20140912,204000,2014,09,12,20,40,20140912,212300,2014,09,12,21,23,전라북도,부안군 ,동진면,도시,면,179895.052400000,247862.777100000,12.00,하천ㆍ바다,강바다,익수,22.3,,0.3,0,76,,부안소방서,부안119구조대,
20144509601S00137,수난,인명구조,20140913,122800,2014,가을,3,09,13,12,28,토요일,20140913,123000,2014,09,13,12,30,20140913,125300,2014,09,13,12,53,20140913,125300,2014,09,13,12,53,20140913,140800,2014,09,13,14,08,전라북도,부안군 ,변산면,농촌,면,155426.730000000,240570.330000000,10.00,하천ㆍ바다,강바다,수난기타,26.1,,2.1,90,48,,부안소방서,방호구조과,
20144510104S00404,수난,인명구조,20140915,153500,2014,가을,3,09,15,15,35,월요일,20140915,153700,2014,09,15,15,37,20140915,160000,2014,09,15,16,00,20140915,162000,2014,09,15,16,20,20140915,165500,2014,09,15,16,55,전라북도,진안군 ,주천면,농촌,면,236209.230000000,275723.180000000,30.00,하천ㆍ바다,하천,익수,,,,,,,무진장소방서,진안119안전센터,
