resc_reprt_no,acdnt_cause,prcs_result_se_nm,dclr_ymd,dclr_tm,dclr_yr,season_se_nm,qu_se_nm,dclr_mm,dclr_dd,dclr_hh,dclr_mi,daywk,dsp_ymd,dsp_tm,dsp_yr,dsp_mm,dsp_dd,dsp_hh,dsp_mi,spt_arvl_ymd,spt_arvl_tm,spt_arvl_yr,spt_arvl_mm,spt_arvl_dd,spt_arvl_hh,spt_arvl_mi,resc_cmptn_ymd,resc_cmptn_tm,resc_cmptn_yr,resc_cmptn_mm,resc_cmptn_dd,resc_cmptn_hh,resc_cmptn_mi,hmg_ymd,hmg_tm,hmg_yr,hmg_mm,hmg_dd,hmg_hh,hmg_mi,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se,dong_se,loc_info_x,loc_info_y,spt_frstt_dist,acdnt_place_nm,acdnt_place_detail_nm,acdnt_cause_asort_nm,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,frstt_nm,ward_nm,lfdau_nm
20155001301S00007,수난,기타,20150806,164200,2015,여름,3,8,6,16,42,목요일,20150806,164300,2015,8,6,16,43,20150806,165100,2015,8,6,16,51,20150806,172000,2015,8,6,17,20,20150806,174000,2015,8,6,17,40,제주특별자치도,제주시,추자면,농촌,면,134262.63,102190.98,5,하천ㆍ바다,"하천,바다 기타",수난기타,33.7,,4,250,56,,제주소방서,항만센터,추자지역대
20155002103S00099,수난,인명구조,20150807,120500,2015,여름,3,8,7,12,5,금요일,20150807,120500,2015,8,7,12,5,20150807,120500,2015,8,7,12,5,20150807,120600,2015,8,7,12,6,20150807,121000,2015,8,7,12,10,제주특별자치도,서귀포시,중문동,도시,동,146154.28,23353.1,0,하천ㆍ바다,강바다,물놀이,29.7,0,2.7,70,82,,서귀포소방서,중문센터,
20155002103S00100,수난,인명구조,20150807,132000,2015,여름,3,8,7,13,20,금요일,20150807,132000,2015,8,7,13,20,20150807,132000,2015,8,7,13,20,20150807,132100,2015,8,7,13,21,20150807,132500,2015,8,7,13,25,제주특별자치도,서귀포시,중문동,도시,동,146154.28,23353.1,0,하천ㆍ바다,강바다,물놀이,30.1,0,2.2,70,81,,서귀포소방서,중문센터,
20155002103S00101,수난,인명구조,20150807,134000,2015,여름,3,8,7,13,40,금요일,20150807,134000,2015,8,7,13,40,20150807,134000,2015,8,7,13,40,20150807,134100,2015,8,7,13,41,20150807,134500,2015,8,7,13,45,제주특별자치도,서귀포시,중문동,도시,동,146154.28,23353.1,0,하천ㆍ바다,강바다,물놀이,30.1,0,2.2,70,81,,서귀포소방서,중문센터,
20155002103S00102,수난,인명구조,20150807,154500,2015,여름,3,8,7,15,45,금요일,20150807,154500,2015,8,7,15,45,20150807,154500,2015,8,7,15,45,20150807,154600,2015,8,7,15,46,20150807,155000,2015,8,7,15,50,제주특별자치도,서귀포시,중문동,도시,동,146154.28,23353.1,0,하천ㆍ바다,강바다,물놀이,30.3,,2.5,70,74,,서귀포소방서,중문센터,
20155001108S00063,수난,안전조치,20150808,122500,2015,여름,3,8,8,12,25,토요일,20150808,122500,2015,8,8,12,25,20150808,122600,2015,8,8,12,26,20150808,123000,2015,8,8,12,30,20150808,124000,2015,8,8,12,40,제주특별자치도,제주시,구좌읍,농촌,읍,177675.57,57077.77,1,하천ㆍ바다,강바다,물놀이,29.7,,5.6,360,78,,동부소방서,구좌센터,
20155001110S00107,수난,인명구조,20150808,151300,2015,여름,3,8,8,15,13,토요일,20150808,151500,2015,8,8,15,15,20150808,152100,2015,8,8,15,21,20150808,152100,2015,8,8,15,21,20150808,155800,2015,8,8,15,58,제주특별자치도,제주시,조천읍,농촌,읍,165766.69,54814.24,2,하천ㆍ바다,강바다,익수,27.6,0.8,6,340,91,,동부소방서,조천센터,
20155001201S01567,수난,인명구조,20150810,5400,2015,여름,3,8,10,0,54,월요일,20150810,5500,2015,8,10,0,55,20150810,5800,2015,8,10,0,58,20150810,5800,2015,8,10,0,58,20150810,10100,2015,8,10,1,1,제주특별자치도,제주시,삼도이동,도시,동,155401.8,52941.62,3,하천ㆍ바다,강바다,수난기타,27.9,,1.4,160,66,,제주소방서,제주구조대,
20155001102S00051,수난,인명구조,20150810,5400,2015,여름,3,8,10,0,54,월요일,20150810,5500,2015,8,10,0,55,20150810,5800,2015,8,10,0,58,20150810,10000,2015,8,10,1,0,20150810,11400,2015,8,10,1,14,제주특별자치도,제주시,삼도이동,도시,동,155401.8,52941.62,1,하천ㆍ바다,강바다,익수,27.9,,1.4,160,66,,제주소방서,삼도센터,
20155003101S00030,수난,기타,20150812,30600,2015,여름,3,8,12,3,6,수요일,20150812,30900,2015,8,12,3,9,20150812,31400,2015,8,12,3,14,20150812,31400,2015,8,12,3,14,20150812,31900,2015,8,12,3,19,제주특별자치도,제주시,한림읍,농촌,읍,129145.63,39193.04,5,하천ㆍ바다,강바다,수난기타,24.7,0,2.6,50,93,,서부소방서,한림센터,
20155001110S00113,수난,안전조치,20150816,103200,2015,여름,3,8,16,10,32,일요일,20150816,103400,2015,8,16,10,34,20150816,104000,2015,8,16,10,40,20150816,104800,2015,8,16,10,48,20150816,110000,2015,8,16,11,0,제주특별자치도,제주시,조천읍,농촌,읍,166897.47,56639.46,4,하천ㆍ바다,"하천,바다 기타",수난기타,26.3,0.2,3.3,360,89,,동부소방서,조천센터,
20155002103S00109,수난,인명구조,20150816,132000,2015,여름,3,8,16,13,20,일요일,20150816,132000,2015,8,16,13,20,20150816,132000,2015,8,16,13,20,20150816,132100,2015,8,16,13,21,20150816,132500,2015,8,16,13,25,제주특별자치도,서귀포시,색달동,도시,동,145050.24,22454.09,0,하천ㆍ바다,강바다,물놀이,27.6,,2.3,70,78,,서귀포소방서,중문센터,
20155002103S00110,수난,인명구조,20150817,123400,2015,여름,3,8,17,12,34,월요일,20150817,123400,2015,8,17,12,34,20150817,123500,2015,8,17,12,35,20150817,124000,2015,8,17,12,40,20150817,124500,2015,8,17,12,45,제주특별자치도,서귀포시,색달동,도시,동,145068.38,22711.67,1,하천ㆍ바다,강바다,물놀이,28.5,,1.3,230,68,,서귀포소방서,중문센터,
20155001201S01639,수난,인명구조,20150819,5000,2015,여름,3,8,19,0,50,수요일,20150819,5100,2015,8,19,0,51,20150819,11100,2015,8,19,1,11,20150819,13000,2015,8,19,1,30,20150819,15100,2015,8,19,1,51,제주특별자치도,제주시,이호일동,도시,동,149435.66,50444.11,9,하천ㆍ바다,하천,수난기타,25.5,,2.4,20,84,,제주소방서,제주구조대,
20155004201S00491,수난,인명구조,20150822,132100,2015,여름,3,8,22,13,21,토요일,20150822,132200,2015,8,22,13,22,20150822,133800,2015,8,22,13,38,20150822,164100,2015,8,22,16,41,20150822,174200,2015,8,22,17,42,제주특별자치도,서귀포시,성산읍,농촌,읍,193791.19,42731.16,6,하천ㆍ바다,"하천,바다 기타",익수,26.6,,0.9,340,72,,동부소방서,동부구조대,
20155001108S00074,수난,인명검색,20150824,11600,2015,여름,3,8,24,1,16,월요일,20150824,11900,2015,8,24,1,19,20150824,12100,2015,8,24,1,21,20150824,12300,2015,8,24,1,23,20150824,12800,2015,8,24,1,28,제주특별자치도,제주시,구좌읍,농촌,읍,187316.5,53505.2,1,하천ㆍ바다,강바다,수난기타,24.9,0,1.3,50,86,,동부소방서,구좌센터,
20155001201S01694,수난,안전조치,20150825,143300,2015,여름,3,8,25,14,33,화요일,20150825,143400,2015,8,25,14,34,20150825,144000,2015,8,25,14,40,20150825,145300,2015,8,25,14,53,20150825,150300,2015,8,25,15,3,제주특별자치도,제주시,삼도이동,도시,동,155100.3,52902.92,5,하천ㆍ바다,강바다,자살기도,24.3,0,3.1,270,89,,제주소방서,제주구조대,
20155002201S00674,수난,인명구조,20150826,155600,2015,여름,3,8,26,15,56,수요일,20150826,155700,2015,8,26,15,57,20150826,160500,2015,8,26,16,5,20150826,162000,2015,8,26,16,20,20150826,170500,2015,8,26,17,5,제주특별자치도,서귀포시,상효동,도시,동,161069.01,28656.46,8,하천ㆍ바다,"하천,바다 기타",익수,28.1,,3.1,200,61,,서귀포소방서,서귀포구조대,
20155003104S00054,수난,인명구조,20150828,222800,2015,여름,3,8,28,22,28,금요일,20150828,222900,2015,8,28,22,29,20150828,223100,2015,8,28,22,31,20150828,224500,2015,8,28,22,45,20150828,231100,2015,8,28,23,11,제주특별자치도,서귀포시,대정읍,농촌,읍,129299.22,20678.53,2,하천ㆍ바다,"하천,바다 기타",자살기도,24.2,,1.1,290,77,,서부소방서,대정센터,
20155003201S00644,수난,인명구조,20150829,92600,2015,여름,3,8,29,9,26,토요일,20150829,92900,2015,8,29,9,29,20150829,93800,2015,8,29,9,38,20150829,95000,2015,8,29,9,50,20150829,101500,2015,8,29,10,15,제주특별자치도,제주시,한경면,농촌,면,124609.9,35653.72,10,하천ㆍ바다,"하천,바다 기타",수난기타,23.5,,1.6,90,88,,서부소방서,서부구조대,
20155001102S00065,수난,인명구조,20150829,124400,2015,여름,3,8,29,12,44,토요일,20150829,124600,2015,8,29,12,46,20150829,124900,2015,8,29,12,49,20150829,125100,2015,8,29,12,51,20150829,130200,2015,8,29,13,2,제주특별자치도,제주시,삼도이동,도시,동,155698.07,52829.28,1,하천ㆍ바다,강바다,자살기도,25.5,,3,50,77,,제주소방서,삼도센터,
20155001110S00128,수난,인명구조,20150830,154000,2015,여름,3,8,30,15,40,일요일,20150830,154200,2015,8,30,15,42,20150830,154700,2015,8,30,15,47,20150830,154800,2015,8,30,15,48,20150830,161600,2015,8,30,16,16,제주특별자치도,제주시,조천읍,농촌,읍,168043.55,56297.63,2,하천ㆍ바다,강바다,익수,26.3,,2.4,70,66,,동부소방서,조천센터,
20155003201S00652,수난,안전조치,20150830,203400,2015,여름,3,8,30,20,34,일요일,20150830,203600,2015,8,30,20,36,20150830,204200,2015,8,30,20,42,20150830,212000,2015,8,30,21,20,20150830,212500,2015,8,30,21,25,제주특별자치도,제주시,한림읍,농촌,읍,131483.41,41687.99,4,하천ㆍ바다,"하천,바다 기타",익수,25.1,,1.3,110,78,,서부소방서,서부구조대,
20155002102S00026,수난,인명구조,20150902,192600,2015,가을,3,9,2,19,26,수요일,20150902,192600,2015,9,2,19,26,20150902,193400,2015,9,2,19,34,20150902,202100,2015,9,2,20,21,20150902,202800,2015,9,2,20,28,제주특별자치도,서귀포시,서홍동,도시,동,158376.62,23515.35,2,하천ㆍ바다,"하천,바다 기타",수난기타,24.7,,1.9,230,81,,서귀포소방서,동홍센터,
20155002201S00703,수난,인명검색,20150902,192600,2015,가을,3,9,2,19,26,수요일,20150902,192600,2015,9,2,19,26,20150902,193400,2015,9,2,19,34,20150902,201000,2015,9,2,20,10,20150902,202900,2015,9,2,20,29,제주특별자치도,서귀포시,서홍동,도시,동,158376.62,23515.35,3,하천ㆍ바다,하천,수난기타,24.7,,1.9,230,81,,서귀포소방서,서귀포구조대,
20155003103S00037,수난,기타,20150904,53900,2015,가을,3,9,4,5,39,금요일,20150904,54300,2015,9,4,5,43,20150904,61200,2015,9,4,6,12,20150904,151500,2015,9,4,15,15,20150904,153000,2015,9,4,15,30,제주특별자치도,제주시,한경면,농촌,면,122258.11,29867.76,5,하천ㆍ바다,"하천,바다 기타",선박,22.9,,4.8,360,80,,서부소방서,한경센터,
20155001105S00067,수난,안전조치,20150905,70500,2015,가을,3,9,5,7,5,토요일,20150905,70600,2015,9,5,7,6,20150905,70800,2015,9,5,7,8,20150905,71700,2015,9,5,7,17,20150905,74300,2015,9,5,7,43,제주특별자치도,제주시,건입동,도시,동,157589.76,53235.67,1.5,기타,선박,익수,23.3,0,1,110,68,,제주소방서,항만센터,
20155003104S00064,수난,인명구조,20150906,232400,2015,가을,3,9,6,23,24,일요일,20150906,232500,2015,9,6,23,25,20150906,233800,2015,9,6,23,38,20150907,2600,2015,9,7,0,26,20150907,14500,2015,9,7,1,45,제주특별자치도,서귀포시,대정읍,농촌,읍,130275,19288.85,3,하천ㆍ바다,강바다,익수,22,,3.2,20,84,,서부소방서,대정센터,
20155003201S00680,수난,인명구조,20150906,232400,2015,가을,3,9,6,23,24,일요일,20150906,232500,2015,9,6,23,25,20150906,234500,2015,9,6,23,45,20150907,2600,2015,9,7,0,26,20150907,10800,2015,9,7,1,8,제주특별자치도,서귀포시,대정읍,농촌,읍,130275,19288.85,24,하천ㆍ바다,강바다,익수,22,,3.2,20,84,,서부소방서,서부구조대,
20155003103S00048,수난,기타,20150907,85200,2015,가을,3,9,7,8,52,월요일,20150907,85300,2015,9,7,8,53,20150907,90500,2015,9,7,9,5,20150907,130900,2015,9,7,13,9,20150907,131900,2015,9,7,13,19,제주특별자치도,제주시,한경면,농촌,면,122199.54,29829.03,5,하천ㆍ바다,"하천,바다 기타",수난기타,22.2,,1.1,110,84,,서부소방서,한경센터,
20155003103S00049,수난,기타,20150907,131700,2015,가을,3,9,7,13,17,월요일,20150907,131800,2015,9,7,13,18,20150907,132500,2015,9,7,13,25,20150907,171200,2015,9,7,17,12,20150907,172400,2015,9,7,17,24,제주특별자치도,제주시,한경면,농촌,면,123941.23,33553.57,5,하천ㆍ바다,"하천,바다 기타",수난기타,26.6,,2.5,,65,,서부소방서,한경센터,
20155004201S00527,수난,안전조치,20150907,140500,2015,가을,3,9,7,14,5,월요일,20150907,140600,2015,9,7,14,6,20150907,142500,2015,9,7,14,25,20150907,143000,2015,9,7,14,30,20150907,151900,2015,9,7,15,19,제주특별자치도,서귀포시,표선면,농촌,면,185511.61,31468.17,20,하천ㆍ바다,강바다,익수,24.8,,3.9,50,66,,동부소방서,동부구조대,
20155002107S00057,수난,인명구조,20150907,140500,2015,가을,3,9,7,14,5,월요일,20150907,140600,2015,9,7,14,6,20150907,141100,2015,9,7,14,11,20150907,141900,2015,9,7,14,19,20150907,144100,2015,9,7,14,41,제주특별자치도,서귀포시,표선면,농촌,면,185511.61,31468.17,1.5,하천ㆍ바다,강바다,물놀이,24.8,,3.9,50,66,,동부소방서,표선센터,
20155003103S00050,수난,기타,20150908,84200,2015,가을,3,9,8,8,42,화요일,20150908,84300,2015,9,8,8,43,20150908,85500,2015,9,8,8,55,20150908,182000,2015,9,8,18,20,20150908,183000,2015,9,8,18,30,제주특별자치도,제주시,한경면,농촌,면,122233.34,29840.8,5,하천ㆍ바다,"하천,바다 기타",수난기타,21.4,,6,50,67,,서부소방서,한경센터,
20155004201S00528,수난,인명검색,20150909,103800,2015,가을,3,9,9,10,38,수요일,20150909,104000,2015,9,9,10,40,20150909,112800,2015,9,9,11,28,20150909,114800,2015,9,9,11,48,20150909,124000,2015,9,9,12,40,제주특별자치도,서귀포시,표선면,농촌,면,180401.34,28993.48,25,하천ㆍ바다,강바다,익수,23.3,,3.7,50,60,,동부소방서,동부구조대,
20155003103S00051,수난,기타,20150909,130000,2015,가을,3,9,9,13,0,수요일,20150909,130000,2015,9,9,13,0,20150909,131100,2015,9,9,13,11,20150909,171500,2015,9,9,17,15,20150909,173000,2015,9,9,17,30,제주특별자치도,제주시,한경면,농촌,면,122223.97,29859.79,5,하천ㆍ바다,"하천,바다 기타",수난기타,23.5,,2.7,180,61,,서부소방서,한경센터,
20155003103S00052,수난,기타,20150910,84900,2015,가을,3,9,10,8,49,목요일,20150910,85000,2015,9,10,8,50,20150910,85800,2015,9,10,8,58,20150910,171400,2015,9,10,17,14,20150910,173000,2015,9,10,17,30,제주특별자치도,제주시,한경면,농촌,면,122221.83,29853.18,5,하천ㆍ바다,"하천,바다 기타",수난기타,22.6,,3.1,50,77,,서부소방서,한경센터,
20155001110S00147,수난,인명구조,20150913,163000,2015,가을,3,9,13,16,30,일요일,20150913,163100,2015,9,13,16,31,20150913,164000,2015,9,13,16,40,20150913,164600,2015,9,13,16,46,20150913,165900,2015,9,13,16,59,제주특별자치도,제주시,조천읍,농촌,읍,169477.84,55599.89,3,하천ㆍ바다,강바다,물놀이,24.9,,2.6,320,54,,동부소방서,조천센터,
20155003101S00031,수난,인명구조,20150916,182300,2015,가을,3,9,16,18,23,수요일,20150916,182500,2015,9,16,18,25,20150916,183200,2015,9,16,18,32,20150916,184900,2015,9,16,18,49,20150916,190000,2015,9,16,19,0,제주특별자치도,제주시,한림읍,농촌,읍,131690.76,43830.11,6,하천ㆍ바다,강바다,수난기타,21.8,0,3.5,50,90,,서부소방서,한림센터,
20155003201S00713,수난,인명구조,20150916,182300,2015,가을,3,9,16,18,23,수요일,20150916,182500,2015,9,16,18,25,20150916,183000,2015,9,16,18,30,20150916,184900,2015,9,16,18,49,20150916,185800,2015,9,16,18,58,제주특별자치도,제주시,한림읍,농촌,읍,131690.76,43830.11,3,하천ㆍ바다,"하천,바다 기타",수난기타,21.8,0,3.5,50,90,,서부소방서,서부구조대,
20155001102S00075,수난,인명구조,20150925,20400,2015,가을,3,9,25,2,4,금요일,20150925,20400,2015,9,25,2,4,20150925,21000,2015,9,25,2,10,20150925,21500,2015,9,25,2,15,20150925,24600,2015,9,25,2,46,제주특별자치도,제주시,용담삼동,도시,동,152520.74,52925.5,3,하천ㆍ바다,"하천,바다 기타",수난기타,22.2,,1,160,84,,제주소방서,삼도센터,
20155001112S00229,수난,인명구조,20150928,62200,2015,가을,3,9,28,6,22,월요일,20150928,62300,2015,9,28,6,23,20150928,63100,2015,9,28,6,31,20150928,63800,2015,9,28,6,38,20150928,64400,2015,9,28,6,44,제주특별자치도,제주시,도두일동,도시,동,150171.1,51294.79,4,하천ㆍ바다,"하천,바다 기타",자살기도,20.9,,1.6,140,87,,제주소방서,노형센터,
20155001112S00230,수난,인명구조,20150928,65600,2015,가을,3,9,28,6,56,월요일,20150928,65700,2015,9,28,6,57,20150928,70400,2015,9,28,7,4,20150928,72500,2015,9,28,7,25,20150928,73700,2015,9,28,7,37,제주특별자치도,제주시,도두일동,도시,동,150171.1,51294.79,4,하천ㆍ바다,"하천,바다 기타",자살기도,20.9,,1.6,140,87,,제주소방서,노형센터,
20155001201S01973,수난,인명구조,20150928,91300,2015,가을,3,9,28,9,13,월요일,20150928,91400,2015,9,28,9,14,20150928,92500,2015,9,28,9,25,20150928,93800,2015,9,28,9,38,20150928,100200,2015,9,28,10,2,제주특별자치도,제주시,용담삼동,도시,동,152357.46,52841.65,5,하천ㆍ바다,강바다,수난기타,24.3,,3.4,110,76,,제주소방서,제주구조대,
20155001201S02040,수난,기타,20151005,144200,2015,가을,4,10,5,14,42,월요일,20151005,144200,2015,10,5,14,42,20151005,145300,2015,10,5,14,53,20151005,152000,2015,10,5,15,20,20151005,154300,2015,10,5,15,43,제주특별자치도,제주시,외도이동,도시,동,146701.38,50252.52,12,하천ㆍ바다,"하천,바다 기타",동력수상레져,23,,3.8,50,63,,제주소방서,제주구조대,
20155004201S00588,수난,인명구조,20151014,211900,2015,가을,4,10,14,21,19,수요일,20151014,212100,2015,10,14,21,21,20151014,214800,2015,10,14,21,48,20151014,215700,2015,10,14,21,57,20151014,221400,2015,10,14,22,14,제주특별자치도,서귀포시,성산읍,농촌,읍,191202.65,38788.65,13,하천ㆍ바다,강바다,수난기타,15.8,,1.7,320,79,,동부소방서,동부구조대,
20155001110S00209,수난,안전조치,20151018,162000,2015,가을,4,10,18,16,20,일요일,20151018,162200,2015,10,18,16,22,20151018,163000,2015,10,18,16,30,20151018,163500,2015,10,18,16,35,20151018,164500,2015,10,18,16,45,제주특별자치도,제주시,조천읍,농촌,읍,164211.57,54961.29,4,하천ㆍ바다,강바다,자살기도,21.8,,2.6,20,68,,동부소방서,조천센터,
20155001201S02149,수난,인명구조,20151018,191800,2015,가을,4,10,18,19,18,일요일,20151018,191900,2015,10,18,19,19,20151018,192200,2015,10,18,19,22,20151018,192700,2015,10,18,19,27,20151018,194200,2015,10,18,19,42,제주특별자치도,제주시,건입동,도시,동,155874.06,52848.14,4,하천ㆍ바다,"하천,바다 기타",익수,20.1,,1.2,270,69,,제주소방서,제주구조대,
20155001102S00089,수난,안전조치,20151018,191800,2015,가을,4,10,18,19,18,일요일,20151018,191900,2015,10,18,19,19,20151018,192200,2015,10,18,19,22,20151018,192700,2015,10,18,19,27,20151018,201400,2015,10,18,20,14,제주특별자치도,제주시,건입동,도시,동,155874.06,52848.14,2,하천ㆍ바다,"하천,바다 기타",익수,20.1,,1.2,270,69,,제주소방서,삼도센터,
20155002201S00866,수난,인명구조,20151023,34400,2015,가을,4,10,23,3,44,금요일,20151023,34400,2015,10,23,3,44,20151023,34900,2015,10,23,3,49,20151023,35400,2015,10,23,3,54,20151023,41100,2015,10,23,4,11,제주특별자치도,서귀포시,서홍동,도시,동,158876.98,21840.21,2,하천ㆍ바다,강바다,익수,18.2,,3.2,50,79,,서귀포소방서,서귀포구조대,
20155003201S00834,수난,기타,20151023,83200,2015,가을,4,10,23,8,32,금요일,20151023,83300,2015,10,23,8,33,20151023,83500,2015,10,23,8,35,20151023,85500,2015,10,23,8,55,20151023,90400,2015,10,23,9,4,제주특별자치도,제주시,한림읍,농촌,읍,129241.57,39136.98,4,하천ㆍ바다,강바다,수난기타,18.3,,1.7,90,84,,서부소방서,서부구조대,
20155003201S00845,수난,인명구조,20151026,82900,2015,가을,4,10,26,8,29,월요일,20151026,83200,2015,10,26,8,32,20151026,84600,2015,10,26,8,46,20151026,85500,2015,10,26,8,55,20151026,91000,2015,10,26,9,10,제주특별자치도,제주시,한림읍,농촌,읍,133790.33,44670.8,5,하천ㆍ바다,강바다,수난기타,16.4,,1.2,110,74,,서부소방서,서부구조대,
20155003201S00849,수난,인명구조,20151027,10600,2015,가을,4,10,27,1,6,화요일,20151027,10600,2015,10,27,1,6,20151027,14000,2015,10,27,1,40,20151027,15000,2015,10,27,1,50,20151027,24000,2015,10,27,2,40,제주특별자치도,서귀포시,대정읍,농촌,읍,129980.78,19404.9,20,하천ㆍ바다,"하천,바다 기타",수난기타,17.8,,1.1,320,77,,서부소방서,서부구조대,
20155001303S00013,수난,인명구조,20151027,71500,2015,가을,4,10,27,7,15,화요일,20151027,72000,2015,10,27,7,20,20151027,72500,2015,10,27,7,25,20151027,83000,2015,10,27,8,30,20151027,84600,2015,10,27,8,46,제주특별자치도,제주시,우도면,농촌,면,197441.18,52304.78,2,하천ㆍ바다,"하천,바다 기타",수난기타,21.3,0.1,5.3,230,77,,동부소방서,구좌센터,우도지역대
20155004201S00617,수난,인명구조,20151028,160400,2015,가을,4,10,28,16,4,수요일,20151028,160500,2015,10,28,16,5,20151028,161500,2015,10,28,16,15,20151028,162500,2015,10,28,16,25,20151028,163500,2015,10,28,16,35,제주특별자치도,서귀포시,성산읍,농촌,읍,192666.9,43959.3,5,하천ㆍ바다,강바다,익수,16.8,,3.7,290,50,,동부소방서,동부구조대,
20155001108S00117,수난,인명구조,20151105,51600,2015,가을,4,11,5,5,16,목요일,20151105,52200,2015,11,5,5,22,20151105,53500,2015,11,5,5,35,20151105,54500,2015,11,5,5,45,20151105,60700,2015,11,5,6,7,제주특별자치도,제주시,구좌읍,농촌,읍,190035.69,53628.14,6,하천ㆍ바다,강바다,자살기도,16.4,,0.6,230,71,,동부소방서,구좌센터,
20155004201S00633,수난,인명구조,20151105,51600,2015,가을,4,11,5,5,16,목요일,20151105,52200,2015,11,5,5,22,20151105,53500,2015,11,5,5,35,20151105,54500,2015,11,5,5,45,20151105,61000,2015,11,5,6,10,제주특별자치도,제주시,구좌읍,농촌,읍,190035.69,53628.14,11,하천ㆍ바다,강바다,자살기도,16.4,,0.6,230,71,,동부소방서,동부구조대,
20155001110S00230,수난,안전조치,20151107,230700,2015,가을,4,11,7,23,7,토요일,20151107,230800,2015,11,7,23,8,20151107,231500,2015,11,7,23,15,20151107,232000,2015,11,7,23,20,20151107,232700,2015,11,7,23,27,제주특별자치도,제주시,조천읍,농촌,읍,169490.98,55644.17,2,하천ㆍ바다,강바다,수난기타,20.1,,1.8,160,89,,동부소방서,조천센터,
20155002201S00919,수난,기타,20151108,142500,2015,가을,4,11,8,14,25,일요일,20151108,142600,2015,11,8,14,26,20151108,143200,2015,11,8,14,32,20151108,144000,2015,11,8,14,40,20151108,150500,2015,11,8,15,5,제주특별자치도,서귀포시,서귀동,도시,동,159768.12,21741.98,4,하천ㆍ바다,"하천,바다 기타",수난기타,21.3,,3.6,250,80,,서귀포소방서,서귀포구조대,
20155001106S00140,수난,인명구조,20151108,174700,2015,가을,4,11,8,17,47,일요일,20151108,174800,2015,11,8,17,48,20151108,175200,2015,11,8,17,52,20151108,175800,2015,11,8,17,58,20151108,181200,2015,11,8,18,12,제주특별자치도,제주시,삼양이동,도시,동,161498.08,53611.52,2,하천ㆍ바다,"하천,바다 기타",수난기타,17.6,,4,270,92,,제주소방서,화북센터,
20155003201S00886,수난,인명구조,20151113,83200,2015,가을,4,11,13,8,32,금요일,20151113,83300,2015,11,13,8,33,20151113,83800,2015,11,13,8,38,20151113,85200,2015,11,13,8,52,20151113,85900,2015,11,13,8,59,제주특별자치도,제주시,한림읍,농촌,읍,130742.8,41300.58,2,하천ㆍ바다,"하천,바다 기타",사체인양,17,,3.4,90,94,,서부소방서,서부구조대,
20155001102S00107,수난,안전조치,20151122,90500,2015,가을,4,11,22,9,5,일요일,20151122,90500,2015,11,22,9,5,20151122,91000,2015,11,22,9,10,20151122,91000,2015,11,22,9,10,20151122,93800,2015,11,22,9,38,제주특별자치도,제주시,용담삼동,도시,동,153859.9,52731.94,3,하천ㆍ바다,강바다,자살기도,15.4,,1.7,70,80,,제주소방서,삼도센터,
20155001201S02473,수난,인명구조,20151203,102900,2015,겨울,4,12,3,10,29,목요일,20151203,102900,2015,12,3,10,29,20151203,104400,2015,12,3,10,44,20151203,105400,2015,12,3,10,54,20151203,113200,2015,12,3,11,32,제주특별자치도,제주시,조천읍,농촌,읍,166479.93,47076.43,9,하천ㆍ바다,"하천,바다 기타",익수,9.8,,7.9,320,56,,제주소방서,제주구조대,
20155001110S00246,수난,인명구조,20151203,102900,2015,겨울,4,12,3,10,29,목요일,20151203,102900,2015,12,3,10,29,20151203,104400,2015,12,3,10,44,20151203,105200,2015,12,3,10,52,20151203,111500,2015,12,3,11,15,제주특별자치도,제주시,조천읍,농촌,읍,166479.93,47076.43,10,기타,기타,익수,9.8,,7.9,320,56,,동부소방서,조천센터,
20155001106S00147,수난,인명구조,20151208,150700,2015,겨울,4,12,8,15,7,화요일,20151208,150700,2015,12,8,15,7,20151208,151600,2015,12,8,15,16,20151208,151700,2015,12,8,15,17,20151208,155500,2015,12,8,15,55,제주특별자치도,제주시,화북일동,도시,동,159745.43,53597.85,3,하천ㆍ바다,"하천,바다 기타",익수,10.8,,2.5,360,53,,제주소방서,화북센터,
20155001110S00253,수난,인명구조,20151213,233000,2015,겨울,4,12,13,23,30,일요일,20151213,233100,2015,12,13,23,31,20151213,233500,2015,12,13,23,35,20151213,234000,2015,12,13,23,40,20151213,235300,2015,12,13,23,53,제주특별자치도,제주시,조천읍,농촌,읍,168550.62,55783.86,2,하천ㆍ바다,"하천,바다 기타",차량추락,14.5,,3.9,110,61,,동부소방서,조천센터,
20155001112S00330,수난,안전조치,20151228,5700,2015,겨울,4,12,28,0,57,월요일,20151228,5800,2015,12,28,0,58,20151228,11500,2015,12,28,1,15,20151228,11700,2015,12,28,1,17,20151228,13100,2015,12,28,1,31,제주특별자치도,제주시,도두일동,도시,동,150346.87,51521.97,4,하천ㆍ바다,"하천,바다 기타",수난기타,5,,4.5,320,64,,제주소방서,노형센터,
20165001102S00001,수난,안전조치,20160101,221400,2016,겨울,1,1,1,22,14,금요일,20160101,221400,2016,1,1,22,14,20160101,221900,2016,1,1,22,19,20160101,222500,2016,1,1,22,25,20160101,223200,2016,1,1,22,32,제주특별자치도,제주시,용담삼동,도시,동,154362.39,52843.33,1,하천ㆍ바다,강바다,수난기타,8.5,,2.8,180,56,,제주소방서,삼도센터,
